#TYPE Selected.System.String
"CreationTime","LastAccessTime","LastWriteTime","Attributes","Owner","FullName","Sign","MD5"
"2020-10-08 14:15:32","2021-06-04 08:57:13","2020-10-08 14:15:32","<Dir>","DESKTOP-16IICHS\huyhv9","C:\Users\huyhv9\AppData\Local\Packages\Microsoft.MicrosoftEdge_8wekyb3d8bbwe\AC\#!001\MicrosoftEdge\IECompatCache",,
"2020-10-08 14:15:32","2021-06-04 08:57:13","2020-10-08 14:15:32","<Dir>","DESKTOP-16IICHS\huyhv9","C:\Users\huyhv9\AppData\Local\Packages\Microsoft.MicrosoftEdge_8wekyb3d8bbwe\AC\#!001\MicrosoftEdge\IECompatUaCache",,
"2020-10-08 14:15:32","2021-06-03 10:53:23","2020-10-08 14:15:32","","DESKTOP-16IICHS\huyhv9","C:\Users\huyhv9\AppData\Local\Packages\Microsoft.MicrosoftEdge_8wekyb3d8bbwe\AC\#!001\MicrosoftEdge\Cache\container.dat",,
"2020-10-08 14:15:32","2021-06-04 08:57:13","2020-10-08 14:15:32","<Dir>","DESKTOP-16IICHS\huyhv9","C:\Users\huyhv9\AppData\Local\Packages\Microsoft.MicrosoftEdge_8wekyb3d8bbwe\AC\#!001\MicrosoftEdge\Cookies\ESE",,
"2020-10-08 14:15:32","2021-06-03 10:53:24","2020-10-08 14:15:32","","DESKTOP-16IICHS\huyhv9","C:\Users\huyhv9\AppData\Local\Packages\Microsoft.MicrosoftEdge_8wekyb3d8bbwe\AC\#!001\MicrosoftEdge\Cookies\ESE\container.dat",,
"2020-10-08 14:20:17","2021-06-03 10:53:24","2020-10-08 14:20:17","","DESKTOP-16IICHS\huyhv9","C:\Users\huyhv9\AppData\Local\Packages\Microsoft.MicrosoftEdge_8wekyb3d8bbwe\AC\#!001\MicrosoftEdge\History\container.dat",,
"2020-10-08 14:15:32","2021-06-03 10:53:24","2020-10-08 14:15:32","","DESKTOP-16IICHS\huyhv9","C:\Users\huyhv9\AppData\Local\Packages\Microsoft.MicrosoftEdge_8wekyb3d8bbwe\AC\#!001\MicrosoftEdge\IECompatCache\container.dat",,
"2020-10-08 14:15:32","2021-06-03 10:53:24","2020-10-08 14:15:32","","DESKTOP-16IICHS\huyhv9","C:\Users\huyhv9\AppData\Local\Packages\Microsoft.MicrosoftEdge_8wekyb3d8bbwe\AC\#!001\MicrosoftEdge\IECompatUaCache\container.dat",,
"2020-10-08 14:15:32","2021-06-04 08:57:13","2020-10-08 14:15:32","<Dir>","DESKTOP-16IICHS\huyhv9","C:\Users\huyhv9\AppData\Local\Packages\Microsoft.MicrosoftEdge_8wekyb3d8bbwe\AC\#!001\MicrosoftEdge\User\Default\AppCache",,
"2020-10-08 14:15:34","2021-06-04 08:57:13","2020-10-08 14:15:34","<Dir>","DESKTOP-16IICHS\huyhv9","C:\Users\huyhv9\AppData\Local\Packages\Microsoft.MicrosoftEdge_8wekyb3d8bbwe\AC\#!001\MicrosoftEdge\User\Default\DOMStore",,
"2020-10-08 14:15:32","2021-06-04 08:57:13","2020-10-08 14:15:32","<Dir>","DESKTOP-16IICHS\huyhv9","C:\Users\huyhv9\AppData\Local\Packages\Microsoft.MicrosoftEdge_8wekyb3d8bbwe\AC\#!001\MicrosoftEdge\User\Default\EmieSiteList",,
"2020-10-08 14:15:32","2021-06-04 08:57:13","2020-10-08 14:15:32","<Dir>","DESKTOP-16IICHS\huyhv9","C:\Users\huyhv9\AppData\Local\Packages\Microsoft.MicrosoftEdge_8wekyb3d8bbwe\AC\#!001\MicrosoftEdge\User\Default\EmieUserList",,
"2020-10-08 14:15:32","2021-06-04 08:57:13","2020-10-08 14:15:32","<Dir>","DESKTOP-16IICHS\huyhv9","C:\Users\huyhv9\AppData\Local\Packages\Microsoft.MicrosoftEdge_8wekyb3d8bbwe\AC\#!001\MicrosoftEdge\User\Default\AppCache\BYOTE52N",,
"2020-10-08 14:15:32","2021-06-03 10:53:24","2020-10-08 14:15:32","","DESKTOP-16IICHS\huyhv9","C:\Users\huyhv9\AppData\Local\Packages\Microsoft.MicrosoftEdge_8wekyb3d8bbwe\AC\#!001\MicrosoftEdge\User\Default\AppCache\container.dat",,
"2020-10-08 14:15:32","2021-06-03 10:53:24","2020-10-08 14:15:32","","DESKTOP-16IICHS\huyhv9","C:\Users\huyhv9\AppData\Local\Packages\Microsoft.MicrosoftEdge_8wekyb3d8bbwe\AC\#!001\MicrosoftEdge\User\Default\AppCache\BYOTE52N\container.dat",,
"2020-10-08 14:15:34","2021-06-04 08:57:13","2020-10-08 14:15:34","<Dir>","DESKTOP-16IICHS\huyhv9","C:\Users\huyhv9\AppData\Local\Packages\Microsoft.MicrosoftEdge_8wekyb3d8bbwe\AC\#!001\MicrosoftEdge\User\Default\DOMStore\2M8QVHA1",,
"2020-10-08 14:15:34","2021-06-04 08:57:13","2020-10-08 14:20:20","<Dir>","DESKTOP-16IICHS\huyhv9","C:\Users\huyhv9\AppData\Local\Packages\Microsoft.MicrosoftEdge_8wekyb3d8bbwe\AC\#!001\MicrosoftEdge\User\Default\DOMStore\2X5BKJET",,
"2020-10-08 14:15:34","2021-06-04 08:57:13","2020-10-08 14:20:17","<Dir>","DESKTOP-16IICHS\huyhv9","C:\Users\huyhv9\AppData\Local\Packages\Microsoft.MicrosoftEdge_8wekyb3d8bbwe\AC\#!001\MicrosoftEdge\User\Default\DOMStore\7PMS5TCG",,
"2020-10-08 14:15:34","2021-06-04 08:57:13","2020-10-08 14:15:34","<Dir>","DESKTOP-16IICHS\huyhv9","C:\Users\huyhv9\AppData\Local\Packages\Microsoft.MicrosoftEdge_8wekyb3d8bbwe\AC\#!001\MicrosoftEdge\User\Default\DOMStore\PUOL28W4",,
"2020-10-08 14:15:34","2021-06-03 10:53:24","2020-10-08 14:15:34","","DESKTOP-16IICHS\huyhv9","C:\Users\huyhv9\AppData\Local\Packages\Microsoft.MicrosoftEdge_8wekyb3d8bbwe\AC\#!001\MicrosoftEdge\User\Default\DOMStore\container.dat",,
"2020-10-08 14:15:32","2021-06-03 10:53:24","2020-10-08 14:15:32","","DESKTOP-16IICHS\huyhv9","C:\Users\huyhv9\AppData\Local\Packages\Microsoft.MicrosoftEdge_8wekyb3d8bbwe\AC\#!001\MicrosoftEdge\User\Default\EmieSiteList\container.dat",,
"2020-10-08 14:15:32","2021-06-03 10:53:24","2020-10-08 14:15:32","","DESKTOP-16IICHS\huyhv9","C:\Users\huyhv9\AppData\Local\Packages\Microsoft.MicrosoftEdge_8wekyb3d8bbwe\AC\#!001\MicrosoftEdge\User\Default\EmieUserList\container.dat",,
"2020-10-08 09:53:11","2021-06-04 08:57:13","2020-10-08 09:53:11","<Dir>","DESKTOP-16IICHS\huyhv9","C:\Users\huyhv9\AppData\Local\Packages\Microsoft.MicrosoftEdge_8wekyb3d8bbwe\AC\#!002\INetCache",,
"2020-10-08 09:53:11","2021-06-04 08:57:13","2020-10-08 09:53:11","<Dir>","DESKTOP-16IICHS\huyhv9","C:\Users\huyhv9\AppData\Local\Packages\Microsoft.MicrosoftEdge_8wekyb3d8bbwe\AC\#!002\INetCookies",,
"2020-10-08 09:53:11","2021-06-04 08:57:13","2020-10-08 09:53:11","<Dir>","DESKTOP-16IICHS\huyhv9","C:\Users\huyhv9\AppData\Local\Packages\Microsoft.MicrosoftEdge_8wekyb3d8bbwe\AC\#!002\INetHistory",,
"2020-10-08 14:15:32","2021-06-04 08:57:13","2020-10-12 09:26:14","<Dir>","DESKTOP-16IICHS\huyhv9","C:\Users\huyhv9\AppData\Local\Packages\Microsoft.MicrosoftEdge_8wekyb3d8bbwe\AC\#!002\MicrosoftEdge\Cache",,
"2020-10-08 14:15:32","2021-06-04 08:57:13","2020-10-08 14:15:32","<Dir>","DESKTOP-16IICHS\huyhv9","C:\Users\huyhv9\AppData\Local\Packages\Microsoft.MicrosoftEdge_8wekyb3d8bbwe\AC\#!002\MicrosoftEdge\Cookies",,
"2020-10-08 14:15:32","2021-06-04 08:57:13","2020-10-08 14:15:37","<Dir>","DESKTOP-16IICHS\huyhv9","C:\Users\huyhv9\AppData\Local\Packages\Microsoft.MicrosoftEdge_8wekyb3d8bbwe\AC\#!002\MicrosoftEdge\History",,
"2020-10-08 14:15:32","2021-06-04 08:57:13","2020-10-08 14:15:32","<Dir>","DESKTOP-16IICHS\huyhv9","C:\Users\huyhv9\AppData\Local\Packages\Microsoft.MicrosoftEdge_8wekyb3d8bbwe\AC\#!002\MicrosoftEdge\IECompatCache",,
"2020-10-08 14:15:32","2021-06-04 08:57:13","2020-10-08 14:15:32","<Dir>","DESKTOP-16IICHS\huyhv9","C:\Users\huyhv9\AppData\Local\Packages\Microsoft.MicrosoftEdge_8wekyb3d8bbwe\AC\#!002\MicrosoftEdge\IECompatUaCache",,
"2020-10-08 14:15:32","2021-06-03 10:53:24","2020-10-08 14:15:32","","DESKTOP-16IICHS\huyhv9","C:\Users\huyhv9\AppData\Local\Packages\Microsoft.MicrosoftEdge_8wekyb3d8bbwe\AC\#!002\MicrosoftEdge\Cache\container.dat",,
"2020-10-08 14:15:37","2021-06-03 10:53:24","2020-10-08 14:15:37","","DESKTOP-16IICHS\huyhv9","C:\Users\huyhv9\AppData\Local\Packages\Microsoft.MicrosoftEdge_8wekyb3d8bbwe\AC\#!002\MicrosoftEdge\History\container.dat",,
"2020-10-08 14:15:32","2021-06-03 10:53:24","2020-10-08 14:15:32","","DESKTOP-16IICHS\huyhv9","C:\Users\huyhv9\AppData\Local\Packages\Microsoft.MicrosoftEdge_8wekyb3d8bbwe\AC\#!002\MicrosoftEdge\IECompatCache\container.dat",,
"2020-10-08 14:15:32","2021-06-03 10:53:24","2020-10-08 14:15:32","","DESKTOP-16IICHS\huyhv9","C:\Users\huyhv9\AppData\Local\Packages\Microsoft.MicrosoftEdge_8wekyb3d8bbwe\AC\#!002\MicrosoftEdge\IECompatUaCache\container.dat",,
"2020-10-08 14:15:33","2021-06-04 08:57:13","2020-10-08 14:15:33","<Dir>","DESKTOP-16IICHS\huyhv9","C:\Users\huyhv9\AppData\Local\Packages\Microsoft.MicrosoftEdge_8wekyb3d8bbwe\AC\#!002\MicrosoftEdge\User\Default\AppCache",,
"2020-10-08 14:15:33","2021-06-04 08:57:13","2020-10-08 14:15:33","<Dir>","DESKTOP-16IICHS\huyhv9","C:\Users\huyhv9\AppData\Local\Packages\Microsoft.MicrosoftEdge_8wekyb3d8bbwe\AC\#!002\MicrosoftEdge\User\Default\DOMStore",,
"2020-10-08 14:15:32","2021-06-04 08:57:13","2020-10-08 14:15:32","<Dir>","DESKTOP-16IICHS\huyhv9","C:\Users\huyhv9\AppData\Local\Packages\Microsoft.MicrosoftEdge_8wekyb3d8bbwe\AC\#!002\MicrosoftEdge\User\Default\EmieSiteList",,
"2020-10-08 14:15:32","2021-06-04 08:57:13","2020-10-08 14:15:32","<Dir>","DESKTOP-16IICHS\huyhv9","C:\Users\huyhv9\AppData\Local\Packages\Microsoft.MicrosoftEdge_8wekyb3d8bbwe\AC\#!002\MicrosoftEdge\User\Default\EmieUserList",,
"2020-10-08 14:15:33","2021-06-04 08:57:13","2020-10-08 14:20:13","<Dir>","DESKTOP-16IICHS\huyhv9","C:\Users\huyhv9\AppData\Local\Packages\Microsoft.MicrosoftEdge_8wekyb3d8bbwe\AC\#!002\MicrosoftEdge\User\Default\AppCache\HZEK5NPY",,
"2020-10-08 14:15:33","2021-06-03 10:53:24","2020-10-08 14:15:33","","DESKTOP-16IICHS\huyhv9","C:\Users\huyhv9\AppData\Local\Packages\Microsoft.MicrosoftEdge_8wekyb3d8bbwe\AC\#!002\MicrosoftEdge\User\Default\AppCache\container.dat",,
"2020-10-08 14:15:36","2021-06-04 08:57:13","2020-10-08 14:15:36","<Dir>","DESKTOP-16IICHS\huyhv9","C:\Users\huyhv9\AppData\Local\Packages\Microsoft.MicrosoftEdge_8wekyb3d8bbwe\AC\#!002\MicrosoftEdge\User\Default\AppCache\HZEK5NPY\1",,
"2020-10-08 14:15:51","2021-06-04 08:57:13","2020-10-08 14:21:53","<Dir>","DESKTOP-16IICHS\huyhv9","C:\Users\huyhv9\AppData\Local\Packages\Microsoft.MicrosoftEdge_8wekyb3d8bbwe\AC\#!002\MicrosoftEdge\User\Default\AppCache\HZEK5NPY\2",,
"2020-10-08 14:20:13","2021-06-04 08:57:13","2020-10-08 14:20:14","<Dir>","DESKTOP-16IICHS\huyhv9","C:\Users\huyhv9\AppData\Local\Packages\Microsoft.MicrosoftEdge_8wekyb3d8bbwe\AC\#!002\MicrosoftEdge\User\Default\AppCache\HZEK5NPY\3",,
"2020-10-08 14:15:33","2021-06-03 10:53:24","2020-10-08 14:15:33","","DESKTOP-16IICHS\huyhv9","C:\Users\huyhv9\AppData\Local\Packages\Microsoft.MicrosoftEdge_8wekyb3d8bbwe\AC\#!002\MicrosoftEdge\User\Default\AppCache\HZEK5NPY\container.dat",,
"2020-10-08 14:15:36","2021-06-03 10:53:24","2020-10-08 14:15:36","","DESKTOP-16IICHS\huyhv9","C:\Users\huyhv9\AppData\Local\Packages\Microsoft.MicrosoftEdge_8wekyb3d8bbwe\AC\#!002\MicrosoftEdge\User\Default\AppCache\HZEK5NPY\1\container.dat",,
"2020-10-08 14:15:51","2021-06-03 10:53:24","2020-10-08 14:15:51","","DESKTOP-16IICHS\huyhv9","C:\Users\huyhv9\AppData\Local\Packages\Microsoft.MicrosoftEdge_8wekyb3d8bbwe\AC\#!002\MicrosoftEdge\User\Default\AppCache\HZEK5NPY\2\container.dat",,
"2020-10-08 14:20:13","2021-06-03 10:53:24","2020-10-08 14:20:13","","DESKTOP-16IICHS\huyhv9","C:\Users\huyhv9\AppData\Local\Packages\Microsoft.MicrosoftEdge_8wekyb3d8bbwe\AC\#!002\MicrosoftEdge\User\Default\AppCache\HZEK5NPY\3\container.dat",,
"2020-10-08 14:15:33","2021-06-04 08:57:13","2020-10-08 14:15:33","<Dir>","DESKTOP-16IICHS\huyhv9","C:\Users\huyhv9\AppData\Local\Packages\Microsoft.MicrosoftEdge_8wekyb3d8bbwe\AC\#!002\MicrosoftEdge\User\Default\DOMStore\50FU3LVK",,
"2020-10-08 14:15:33","2021-06-04 08:57:13","2020-10-08 14:15:33","<Dir>","DESKTOP-16IICHS\huyhv9","C:\Users\huyhv9\AppData\Local\Packages\Microsoft.MicrosoftEdge_8wekyb3d8bbwe\AC\#!002\MicrosoftEdge\User\Default\DOMStore\980VR9NC",,
"2020-10-08 14:15:33","2021-06-04 08:57:13","2020-10-08 14:20:13","<Dir>","DESKTOP-16IICHS\huyhv9","C:\Users\huyhv9\AppData\Local\Packages\Microsoft.MicrosoftEdge_8wekyb3d8bbwe\AC\#!002\MicrosoftEdge\User\Default\DOMStore\MKSI62NY",,
"2020-10-08 14:15:33","2021-06-04 08:57:13","2020-10-08 14:15:33","<Dir>","DESKTOP-16IICHS\huyhv9","C:\Users\huyhv9\AppData\Local\Packages\Microsoft.MicrosoftEdge_8wekyb3d8bbwe\AC\#!002\MicrosoftEdge\User\Default\DOMStore\ZD85HM0M",,
"2020-10-08 14:15:33","2021-06-03 10:53:24","2020-10-08 14:15:33","","DESKTOP-16IICHS\huyhv9","C:\Users\huyhv9\AppData\Local\Packages\Microsoft.MicrosoftEdge_8wekyb3d8bbwe\AC\#!002\MicrosoftEdge\User\Default\DOMStore\container.dat",,
"2020-10-08 14:15:32","2021-06-03 10:53:24","2020-10-08 14:15:32","","DESKTOP-16IICHS\huyhv9","C:\Users\huyhv9\AppData\Local\Packages\Microsoft.MicrosoftEdge_8wekyb3d8bbwe\AC\#!002\MicrosoftEdge\User\Default\EmieSiteList\container.dat",,
"2020-10-08 14:15:32","2021-06-03 10:53:24","2020-10-08 14:15:32","","DESKTOP-16IICHS\huyhv9","C:\Users\huyhv9\AppData\Local\Packages\Microsoft.MicrosoftEdge_8wekyb3d8bbwe\AC\#!002\MicrosoftEdge\User\Default\EmieUserList\container.dat",,
"2020-10-08 09:53:11","2021-06-04 08:57:13","2020-10-08 09:53:11","<Dir>","DESKTOP-16IICHS\huyhv9","C:\Users\huyhv9\AppData\Local\Packages\Microsoft.MicrosoftEdge_8wekyb3d8bbwe\AC\#!006\INetCache",,
"2020-10-08 09:53:11","2021-06-04 08:57:13","2020-10-08 09:53:11","<Dir>","DESKTOP-16IICHS\huyhv9","C:\Users\huyhv9\AppData\Local\Packages\Microsoft.MicrosoftEdge_8wekyb3d8bbwe\AC\#!006\INetCookies",,
"2020-10-08 09:53:11","2021-06-04 08:57:13","2020-10-08 09:53:11","<Dir>","DESKTOP-16IICHS\huyhv9","C:\Users\huyhv9\AppData\Local\Packages\Microsoft.MicrosoftEdge_8wekyb3d8bbwe\AC\#!006\INetHistory",,
"2020-10-08 14:15:41","2021-06-04 08:57:13","2020-10-08 14:15:41","<Dir>","DESKTOP-16IICHS\huyhv9","C:\Users\huyhv9\AppData\Local\Packages\Microsoft.MicrosoftEdge_8wekyb3d8bbwe\AC\#!121\INetCache",,
"2020-10-08 14:15:41","2021-06-04 08:57:13","2020-10-08 14:15:41","<Dir>","DESKTOP-16IICHS\huyhv9","C:\Users\huyhv9\AppData\Local\Packages\Microsoft.MicrosoftEdge_8wekyb3d8bbwe\AC\#!121\INetCookies",,
"2020-10-08 14:15:41","2021-06-04 08:57:13","2020-10-08 14:15:41","<Dir>","DESKTOP-16IICHS\huyhv9","C:\Users\huyhv9\AppData\Local\Packages\Microsoft.MicrosoftEdge_8wekyb3d8bbwe\AC\#!121\INetHistory",,
"2020-10-08 14:20:49","2021-06-04 08:57:13","2020-10-08 14:20:49","<Dir>","DESKTOP-16IICHS\huyhv9","C:\Users\huyhv9\AppData\Local\Packages\Microsoft.MicrosoftEdge_8wekyb3d8bbwe\AC\#!121\MicrosoftEdge\Cache",,
"2020-10-08 14:20:49","2021-06-04 08:57:13","2020-10-08 14:20:49","<Dir>","DESKTOP-16IICHS\huyhv9","C:\Users\huyhv9\AppData\Local\Packages\Microsoft.MicrosoftEdge_8wekyb3d8bbwe\AC\#!121\MicrosoftEdge\Cookies",,
"2020-10-08 14:20:49","2021-06-04 08:57:13","2020-10-08 14:20:49","<Dir>","DESKTOP-16IICHS\huyhv9","C:\Users\huyhv9\AppData\Local\Packages\Microsoft.MicrosoftEdge_8wekyb3d8bbwe\AC\#!121\MicrosoftEdge\History",,
"2020-10-08 14:20:49","2021-06-03 10:53:24","2020-10-08 14:20:49","","DESKTOP-16IICHS\huyhv9","C:\Users\huyhv9\AppData\Local\Packages\Microsoft.MicrosoftEdge_8wekyb3d8bbwe\AC\#!121\MicrosoftEdge\History\container.dat",,
"2020-10-08 09:53:11","2021-06-04 08:57:13","2020-10-08 14:15:31","<Dir>","DESKTOP-16IICHS\huyhv9","C:\Users\huyhv9\AppData\Local\Packages\Microsoft.MicrosoftEdge_8wekyb3d8bbwe\AC\MicrosoftEdge\Cache",,
"2020-10-08 09:53:11","2021-06-04 08:57:13","2020-10-08 09:53:11","<Dir>","DESKTOP-16IICHS\huyhv9","C:\Users\huyhv9\AppData\Local\Packages\Microsoft.MicrosoftEdge_8wekyb3d8bbwe\AC\MicrosoftEdge\Cookies",,
"2020-10-08 09:53:11","2021-06-04 08:57:13","2020-10-08 09:53:11","<Dir>","DESKTOP-16IICHS\huyhv9","C:\Users\huyhv9\AppData\Local\Packages\Microsoft.MicrosoftEdge_8wekyb3d8bbwe\AC\MicrosoftEdge\History",,
"2020-10-08 14:15:31","2021-06-04 08:57:13","2020-10-08 14:15:31","<Dir>","DESKTOP-16IICHS\huyhv9","C:\Users\huyhv9\AppData\Local\Packages\Microsoft.MicrosoftEdge_8wekyb3d8bbwe\AC\MicrosoftEdge\IECompatCache",,
"2020-10-08 14:15:31","2021-06-04 08:57:13","2020-10-08 14:15:31","<Dir>","DESKTOP-16IICHS\huyhv9","C:\Users\huyhv9\AppData\Local\Packages\Microsoft.MicrosoftEdge_8wekyb3d8bbwe\AC\MicrosoftEdge\IECompatUaCache",,
"2020-10-08 14:16:36","2021-06-04 08:57:13","2020-10-08 14:16:36","<Dir>","DESKTOP-16IICHS\huyhv9","C:\Users\huyhv9\AppData\Local\Packages\Microsoft.MicrosoftEdge_8wekyb3d8bbwe\AC\MicrosoftEdge\IEFlipAheadCache",,
"2020-10-08 14:15:31","2021-06-03 10:53:24","2020-10-08 14:15:31","","DESKTOP-16IICHS\huyhv9","C:\Users\huyhv9\AppData\Local\Packages\Microsoft.MicrosoftEdge_8wekyb3d8bbwe\AC\MicrosoftEdge\Cache\container.dat",,
"2020-10-08 09:53:11","2021-06-03 10:53:24","2020-10-08 09:53:11","","DESKTOP-16IICHS\huyhv9","C:\Users\huyhv9\AppData\Local\Packages\Microsoft.MicrosoftEdge_8wekyb3d8bbwe\AC\MicrosoftEdge\History\container.dat",,
"2020-10-08 14:15:31","2021-06-03 10:53:24","2020-10-08 14:15:31","","DESKTOP-16IICHS\huyhv9","C:\Users\huyhv9\AppData\Local\Packages\Microsoft.MicrosoftEdge_8wekyb3d8bbwe\AC\MicrosoftEdge\IECompatCache\container.dat",,
"2020-10-08 14:15:31","2021-06-03 10:53:24","2020-10-08 14:15:31","","DESKTOP-16IICHS\huyhv9","C:\Users\huyhv9\AppData\Local\Packages\Microsoft.MicrosoftEdge_8wekyb3d8bbwe\AC\MicrosoftEdge\IECompatUaCache\container.dat",,
"2020-10-08 14:16:36","2021-06-03 10:53:24","2020-10-08 14:16:36","","DESKTOP-16IICHS\huyhv9","C:\Users\huyhv9\AppData\Local\Packages\Microsoft.MicrosoftEdge_8wekyb3d8bbwe\AC\MicrosoftEdge\IEFlipAheadCache\container.dat",,
"2020-10-08 09:53:11","2021-06-04 08:57:13","2020-10-08 09:53:11","<Dir>","DESKTOP-16IICHS\huyhv9","C:\Users\huyhv9\AppData\Local\Packages\Microsoft.MicrosoftEdge_8wekyb3d8bbwe\AC\MicrosoftEdge\User\Default\DNTException",,
"2020-10-08 09:53:11","2021-06-04 08:57:13","2020-10-08 14:20:29","<Dir>","DESKTOP-16IICHS\huyhv9","C:\Users\huyhv9\AppData\Local\Packages\Microsoft.MicrosoftEdge_8wekyb3d8bbwe\AC\MicrosoftEdge\User\Default\DownloadHistory",,
"2020-10-08 14:15:31","2021-06-04 08:57:13","2020-10-08 14:15:31","<Dir>","DESKTOP-16IICHS\huyhv9","C:\Users\huyhv9\AppData\Local\Packages\Microsoft.MicrosoftEdge_8wekyb3d8bbwe\AC\MicrosoftEdge\User\Default\EmieSiteList",,
"2020-10-08 14:15:31","2021-06-04 08:57:13","2020-10-08 14:15:31","<Dir>","DESKTOP-16IICHS\huyhv9","C:\Users\huyhv9\AppData\Local\Packages\Microsoft.MicrosoftEdge_8wekyb3d8bbwe\AC\MicrosoftEdge\User\Default\EmieUserList",,
"2020-10-08 09:53:11","2021-06-03 10:53:24","2020-10-08 09:53:11","","DESKTOP-16IICHS\huyhv9","C:\Users\huyhv9\AppData\Local\Packages\Microsoft.MicrosoftEdge_8wekyb3d8bbwe\AC\MicrosoftEdge\User\Default\DNTException\container.dat",,
"2020-10-08 14:20:29","2021-06-03 10:53:24","2020-10-08 14:20:29","","DESKTOP-16IICHS\huyhv9","C:\Users\huyhv9\AppData\Local\Packages\Microsoft.MicrosoftEdge_8wekyb3d8bbwe\AC\MicrosoftEdge\User\Default\DownloadHistory\container.dat",,
"2020-10-08 14:15:31","2021-06-03 10:53:24","2020-10-08 14:15:31","","DESKTOP-16IICHS\huyhv9","C:\Users\huyhv9\AppData\Local\Packages\Microsoft.MicrosoftEdge_8wekyb3d8bbwe\AC\MicrosoftEdge\User\Default\EmieSiteList\container.dat",,
"2020-10-08 14:15:31","2021-06-03 10:53:24","2020-10-08 14:15:31","","DESKTOP-16IICHS\huyhv9","C:\Users\huyhv9\AppData\Local\Packages\Microsoft.MicrosoftEdge_8wekyb3d8bbwe\AC\MicrosoftEdge\User\Default\EmieUserList\container.dat",,
"2020-10-08 09:53:10","2021-06-03 10:53:24","2020-10-08 09:53:10","","DESKTOP-16IICHS\huyhv9","C:\Users\huyhv9\AppData\Local\Packages\Microsoft.MicrosoftEdge_8wekyb3d8bbwe\Settings\settings.dat.LOG1",,"42FC587307A3BE87B8D6CDFF895EC3F8"
"2020-10-08 09:53:10","2021-06-03 10:53:24","2020-10-08 09:53:10","","DESKTOP-16IICHS\huyhv9","C:\Users\huyhv9\AppData\Local\Packages\Microsoft.MicrosoftEdge_8wekyb3d8bbwe\Settings\settings.dat.LOG2",,
"2020-10-08 10:09:17","2021-06-04 08:57:13","2020-10-08 10:09:17","<Dir>","DESKTOP-16IICHS\huyhv9","C:\Users\huyhv9\AppData\Local\Packages\Microsoft.MicrosoftOfficeHub_8wekyb3d8bbwe\AC\AppCache",,
"2020-10-08 10:09:08","2021-06-04 08:57:13","2020-10-12 09:26:14","<Dir>","DESKTOP-16IICHS\huyhv9","C:\Users\huyhv9\AppData\Local\Packages\Microsoft.MicrosoftOfficeHub_8wekyb3d8bbwe\AC\INetCache",,
"2020-10-08 10:09:08","2021-06-04 08:57:13","2020-10-08 10:09:18","<Dir>","DESKTOP-16IICHS\huyhv9","C:\Users\huyhv9\AppData\Local\Packages\Microsoft.MicrosoftOfficeHub_8wekyb3d8bbwe\AC\INetCookies",,
"2020-10-08 10:09:08","2021-06-04 08:57:13","2020-10-08 10:09:08","<Dir>","DESKTOP-16IICHS\huyhv9","C:\Users\huyhv9\AppData\Local\Packages\Microsoft.MicrosoftOfficeHub_8wekyb3d8bbwe\AC\INetHistory",,
"2020-10-08 10:09:17","2021-06-04 08:57:13","2020-10-08 10:09:17","<Dir>","DESKTOP-16IICHS\huyhv9","C:\Users\huyhv9\AppData\Local\Packages\Microsoft.MicrosoftOfficeHub_8wekyb3d8bbwe\AC\AppCache\LG50QWE7",,
"2020-10-08 10:09:17","2021-06-03 10:53:24","2020-10-08 10:09:17","","DESKTOP-16IICHS\huyhv9","C:\Users\huyhv9\AppData\Local\Packages\Microsoft.MicrosoftOfficeHub_8wekyb3d8bbwe\AC\AppCache\container.dat",,
"2020-10-08 10:09:17","2021-06-03 10:53:24","2020-10-08 10:09:17","","DESKTOP-16IICHS\huyhv9","C:\Users\huyhv9\AppData\Local\Packages\Microsoft.MicrosoftOfficeHub_8wekyb3d8bbwe\AC\AppCache\LG50QWE7\container.dat",,
"2020-10-08 10:09:17","2021-06-03 10:53:24","2020-10-08 10:09:17","","DESKTOP-16IICHS\huyhv9","C:\Users\huyhv9\AppData\Local\Packages\Microsoft.MicrosoftOfficeHub_8wekyb3d8bbwe\AC\INetCache\container.dat",,
"2020-10-08 10:09:18","2021-06-04 08:57:13","2020-10-08 10:09:18","<Dir>","DESKTOP-16IICHS\huyhv9","C:\Users\huyhv9\AppData\Local\Packages\Microsoft.MicrosoftOfficeHub_8wekyb3d8bbwe\AC\INetCookies\ESE",,
"2020-10-08 10:09:18","2021-06-03 10:53:24","2020-10-08 10:09:18","","DESKTOP-16IICHS\huyhv9","C:\Users\huyhv9\AppData\Local\Packages\Microsoft.MicrosoftOfficeHub_8wekyb3d8bbwe\AC\INetCookies\ESE\container.dat",,
"2020-10-08 10:09:18","2021-06-04 08:57:13","2020-10-08 10:09:18","<Dir>","DESKTOP-16IICHS\huyhv9","C:\Users\huyhv9\AppData\Local\Packages\Microsoft.MicrosoftOfficeHub_8wekyb3d8bbwe\AC\Microsoft\Internet Explorer\DOMStore",,
"2020-10-08 10:09:18","2021-06-04 08:57:13","2020-10-08 10:09:18","<Dir>","DESKTOP-16IICHS\huyhv9","C:\Users\huyhv9\AppData\Local\Packages\Microsoft.MicrosoftOfficeHub_8wekyb3d8bbwe\AC\Microsoft\Internet Explorer\DOMStore\2WA2105C",,
