#TYPE Selected.System.String
"CreationTime","LastAccessTime","LastWriteTime","Attributes","Owner","FullName","Sign","MD5"
"2021-05-12 09:43:09","2021-06-03 10:53:20","2021-05-12 09:43:09","","DESKTOP-16IICHS\huyabc","C:\Users\huyabc\AppData\Local\Packages\Microsoft.Windows.Photos_8wekyb3d8bbwe\AC\INetCache\container.dat",,
"2021-05-12 09:43:09","2021-06-04 08:57:10","2021-05-12 09:43:09","<Dir>","DESKTOP-16IICHS\huyabc","C:\Users\huyabc\AppData\Local\Packages\Microsoft.Windows.Photos_8wekyb3d8bbwe\AC\INetCookies\ESE",,
"2021-05-12 09:43:09","2021-06-03 10:53:20","2021-05-12 09:43:09","","DESKTOP-16IICHS\huyabc","C:\Users\huyabc\AppData\Local\Packages\Microsoft.Windows.Photos_8wekyb3d8bbwe\AC\INetCookies\ESE\container.dat",,
"2021-05-10 14:49:42","2021-06-03 10:53:20","2021-05-10 14:49:42","","DESKTOP-16IICHS\huyabc","C:\Users\huyabc\AppData\Local\Packages\Microsoft.Windows.Photos_8wekyb3d8bbwe\Settings\settings.dat.LOG1",,"93B45BB03382147D125F6BDB6739588B"
"2021-05-10 14:49:42","2021-06-03 10:53:20","2021-05-10 14:49:42","","DESKTOP-16IICHS\huyabc","C:\Users\huyabc\AppData\Local\Packages\Microsoft.Windows.Photos_8wekyb3d8bbwe\Settings\settings.dat.LOG2",,"AA7F8A3A3BF39173C699D2A8D151AD3C"
"2021-05-10 15:05:06","2021-06-04 08:57:10","2021-05-10 15:05:06","<Dir>","DESKTOP-16IICHS\huyabc","C:\Users\huyabc\AppData\Local\Packages\Microsoft.Windows.PinningConfirmationDialog_cw5n1h2txyewy\AC\INetCache",,
"2021-05-10 15:05:06","2021-06-04 08:57:10","2021-05-10 15:05:06","<Dir>","DESKTOP-16IICHS\huyabc","C:\Users\huyabc\AppData\Local\Packages\Microsoft.Windows.PinningConfirmationDialog_cw5n1h2txyewy\AC\INetCookies",,
"2021-05-10 15:05:06","2021-06-04 08:57:10","2021-05-10 15:05:06","<Dir>","DESKTOP-16IICHS\huyabc","C:\Users\huyabc\AppData\Local\Packages\Microsoft.Windows.PinningConfirmationDialog_cw5n1h2txyewy\AC\INetHistory",,
"2021-05-10 14:49:07","2021-06-04 08:57:10","2021-05-10 14:49:07","<Dir>","DESKTOP-16IICHS\huyabc","C:\Users\huyabc\AppData\Local\Packages\Microsoft.Windows.Search_cw5n1h2txyewy\AC\AppCache",,
"2021-05-10 14:48:54","2021-06-04 08:57:10","2021-05-12 17:08:45","<Dir>","DESKTOP-16IICHS\huyabc","C:\Users\huyabc\AppData\Local\Packages\Microsoft.Windows.Search_cw5n1h2txyewy\AC\INetCache",,
"2021-05-10 14:48:54","2021-06-04 08:57:10","2021-05-10 14:49:07","<Dir>","DESKTOP-16IICHS\huyabc","C:\Users\huyabc\AppData\Local\Packages\Microsoft.Windows.Search_cw5n1h2txyewy\AC\INetCookies",,
"2021-05-10 14:48:54","2021-06-04 08:57:10","2021-05-10 14:49:49","<Dir>","DESKTOP-16IICHS\huyabc","C:\Users\huyabc\AppData\Local\Packages\Microsoft.Windows.Search_cw5n1h2txyewy\AC\INetHistory",,
"2021-05-10 14:49:07","2021-06-04 08:57:10","2021-05-18 17:43:02","<Dir>","DESKTOP-16IICHS\huyabc","C:\Users\huyabc\AppData\Local\Packages\Microsoft.Windows.Search_cw5n1h2txyewy\AC\AppCache\HA1MRCWT",,
"2021-05-10 14:49:07","2021-06-03 10:53:20","2021-05-10 14:49:07","","DESKTOP-16IICHS\huyabc","C:\Users\huyabc\AppData\Local\Packages\Microsoft.Windows.Search_cw5n1h2txyewy\AC\AppCache\container.dat",,
"2021-05-12 09:41:25","2021-06-04 08:57:10","2021-05-12 09:41:31","<Dir>","DESKTOP-16IICHS\huyabc","C:\Users\huyabc\AppData\Local\Packages\Microsoft.Windows.Search_cw5n1h2txyewy\AC\AppCache\HA1MRCWT\3",,
"2021-05-10 14:49:07","2021-06-03 10:53:20","2021-05-10 14:49:07","","DESKTOP-16IICHS\huyabc","C:\Users\huyabc\AppData\Local\Packages\Microsoft.Windows.Search_cw5n1h2txyewy\AC\AppCache\HA1MRCWT\container.dat",,
"2021-05-12 09:41:25","2021-06-03 10:53:20","2021-05-12 09:41:25","","DESKTOP-16IICHS\huyabc","C:\Users\huyabc\AppData\Local\Packages\Microsoft.Windows.Search_cw5n1h2txyewy\AC\AppCache\HA1MRCWT\3\container.dat",,
"2021-05-10 14:49:08","2021-06-03 10:53:20","2021-05-10 14:49:08","","DESKTOP-16IICHS\huyabc","C:\Users\huyabc\AppData\Local\Packages\Microsoft.Windows.Search_cw5n1h2txyewy\AC\INetCache\container.dat",,
"2021-05-10 14:49:07","2021-06-04 08:57:10","2021-05-10 14:49:07","<Dir>","DESKTOP-16IICHS\huyabc","C:\Users\huyabc\AppData\Local\Packages\Microsoft.Windows.Search_cw5n1h2txyewy\AC\INetCookies\ESE",,
"2021-05-10 14:49:07","2021-06-03 10:53:20","2021-05-10 14:49:07","","DESKTOP-16IICHS\huyabc","C:\Users\huyabc\AppData\Local\Packages\Microsoft.Windows.Search_cw5n1h2txyewy\AC\INetCookies\ESE\container.dat",,
"2021-05-10 14:49:49","2021-06-04 08:57:10","2021-05-10 14:49:49","<Dir>","DESKTOP-16IICHS\huyabc","C:\Users\huyabc\AppData\Local\Packages\Microsoft.Windows.Search_cw5n1h2txyewy\AC\INetHistory\BackgroundTransferApi",,
"2021-05-10 14:49:49","2021-06-04 08:57:10","2021-05-10 14:49:49","<Dir>","DESKTOP-16IICHS\huyabc","C:\Users\huyabc\AppData\Local\Packages\Microsoft.Windows.Search_cw5n1h2txyewy\AC\INetHistory\BackgroundTransferApiGroup",,
"2021-05-10 14:49:49","2021-06-03 10:53:20","2021-05-10 14:49:49","","DESKTOP-16IICHS\huyabc","C:\Users\huyabc\AppData\Local\Packages\Microsoft.Windows.Search_cw5n1h2txyewy\AC\INetHistory\BackgroundTransferApi\container.dat",,
"2021-05-10 14:49:49","2021-06-03 10:53:20","2021-05-10 14:49:49","","DESKTOP-16IICHS\huyabc","C:\Users\huyabc\AppData\Local\Packages\Microsoft.Windows.Search_cw5n1h2txyewy\AC\INetHistory\BackgroundTransferApiGroup\container.dat",,
"2021-05-10 14:49:08","2021-06-04 08:57:10","2021-05-10 14:49:08","<Dir>","DESKTOP-16IICHS\huyabc","C:\Users\huyabc\AppData\Local\Packages\Microsoft.Windows.Search_cw5n1h2txyewy\AC\Microsoft\Internet Explorer\DOMStore",,
"2021-05-10 14:49:08","2021-06-04 08:57:10","2021-05-10 14:49:08","<Dir>","DESKTOP-16IICHS\huyabc","C:\Users\huyabc\AppData\Local\Packages\Microsoft.Windows.Search_cw5n1h2txyewy\AC\Microsoft\Internet Explorer\DOMStore\8ZENN405",,
"2021-05-10 14:49:08","2021-06-04 08:57:10","2021-05-10 14:49:08","<Dir>","DESKTOP-16IICHS\huyabc","C:\Users\huyabc\AppData\Local\Packages\Microsoft.Windows.Search_cw5n1h2txyewy\AC\Microsoft\Internet Explorer\DOMStore\FM21UCJX",,
"2021-05-10 14:49:08","2021-06-04 08:57:10","2021-05-10 14:49:08","<Dir>","DESKTOP-16IICHS\huyabc","C:\Users\huyabc\AppData\Local\Packages\Microsoft.Windows.Search_cw5n1h2txyewy\AC\Microsoft\Internet Explorer\DOMStore\KXW5UU9Y",,
"2021-05-10 14:49:08","2021-06-04 08:57:10","2021-05-10 14:49:08","<Dir>","DESKTOP-16IICHS\huyabc","C:\Users\huyabc\AppData\Local\Packages\Microsoft.Windows.Search_cw5n1h2txyewy\AC\Microsoft\Internet Explorer\DOMStore\YO659T6Q",,
"2021-05-10 14:49:08","2021-06-03 10:53:20","2021-05-10 14:49:08","","DESKTOP-16IICHS\huyabc","C:\Users\huyabc\AppData\Local\Packages\Microsoft.Windows.Search_cw5n1h2txyewy\AC\Microsoft\Internet Explorer\DOMStore\container.dat",,
"2021-05-10 14:49:06","2021-06-03 10:53:20","2021-05-10 14:49:06","","DESKTOP-16IICHS\huyabc","C:\Users\huyabc\AppData\Local\Packages\Microsoft.Windows.Search_cw5n1h2txyewy\Settings\settings.dat.LOG1",,"730359EB9487867991B3520B3352B04E"
"2021-05-10 14:49:07","2021-06-03 10:53:20","2021-05-10 14:49:07","","DESKTOP-16IICHS\huyabc","C:\Users\huyabc\AppData\Local\Packages\Microsoft.Windows.Search_cw5n1h2txyewy\Settings\settings.dat.LOG2",,"3DDDFD5A89DC180F3D40009F7EA9450A"
"2021-05-10 15:05:06","2021-06-04 08:57:10","2021-05-10 15:05:06","<Dir>","DESKTOP-16IICHS\huyabc","C:\Users\huyabc\AppData\Local\Packages\Microsoft.Windows.SecHealthUI_cw5n1h2txyewy\AC\INetCache",,
"2021-05-10 15:05:06","2021-06-04 08:57:10","2021-05-10 15:05:06","<Dir>","DESKTOP-16IICHS\huyabc","C:\Users\huyabc\AppData\Local\Packages\Microsoft.Windows.SecHealthUI_cw5n1h2txyewy\AC\INetCookies",,
"2021-05-10 15:05:06","2021-06-04 08:57:10","2021-05-10 15:05:06","<Dir>","DESKTOP-16IICHS\huyabc","C:\Users\huyabc\AppData\Local\Packages\Microsoft.Windows.SecHealthUI_cw5n1h2txyewy\AC\INetHistory",,
"2021-05-10 15:05:05","2021-06-04 08:57:10","2021-05-10 15:05:05","<Dir>","DESKTOP-16IICHS\huyabc","C:\Users\huyabc\AppData\Local\Packages\Microsoft.Windows.SecureAssessmentBrowser_cw5n1h2txyewy\AC\INetCache",,
"2021-05-10 15:05:05","2021-06-04 08:57:10","2021-05-10 15:05:05","<Dir>","DESKTOP-16IICHS\huyabc","C:\Users\huyabc\AppData\Local\Packages\Microsoft.Windows.SecureAssessmentBrowser_cw5n1h2txyewy\AC\INetCookies",,
"2021-05-10 15:05:05","2021-06-04 08:57:10","2021-05-10 15:05:05","<Dir>","DESKTOP-16IICHS\huyabc","C:\Users\huyabc\AppData\Local\Packages\Microsoft.Windows.SecureAssessmentBrowser_cw5n1h2txyewy\AC\INetHistory",,
"2021-05-10 14:48:54","2021-06-04 08:57:10","2021-05-10 14:48:54","<Dir>","DESKTOP-16IICHS\huyabc","C:\Users\huyabc\AppData\Local\Packages\Microsoft.Windows.ShellExperienceHost_cw5n1h2txyewy\AC\INetCache",,
"2021-05-10 14:48:54","2021-06-04 08:57:10","2021-05-10 14:48:54","<Dir>","DESKTOP-16IICHS\huyabc","C:\Users\huyabc\AppData\Local\Packages\Microsoft.Windows.ShellExperienceHost_cw5n1h2txyewy\AC\INetCookies",,
"2021-05-10 14:48:54","2021-06-04 08:57:10","2021-05-10 14:48:54","<Dir>","DESKTOP-16IICHS\huyabc","C:\Users\huyabc\AppData\Local\Packages\Microsoft.Windows.ShellExperienceHost_cw5n1h2txyewy\AC\INetHistory",,
"2021-05-10 14:49:42","2021-06-03 10:53:20","2021-05-10 14:49:42","","DESKTOP-16IICHS\huyabc","C:\Users\huyabc\AppData\Local\Packages\Microsoft.Windows.ShellExperienceHost_cw5n1h2txyewy\Settings\settings.dat.LOG1",,"15913B365EBD2F5E4A26F3999987A32A"
"2021-05-10 14:49:42","2021-06-03 10:53:20","2021-05-10 14:49:42","","DESKTOP-16IICHS\huyabc","C:\Users\huyabc\AppData\Local\Packages\Microsoft.Windows.ShellExperienceHost_cw5n1h2txyewy\Settings\settings.dat.LOG2",,"74D139BF9B171639714690EB4ABBA878"
"2021-05-10 14:48:53","2021-06-04 08:57:10","2021-05-10 14:48:53","<Dir>","DESKTOP-16IICHS\huyabc","C:\Users\huyabc\AppData\Local\Packages\Microsoft.Windows.StartMenuExperienceHost_cw5n1h2txyewy\AC\INetCache",,
"2021-05-10 14:48:53","2021-06-04 08:57:10","2021-05-10 14:48:53","<Dir>","DESKTOP-16IICHS\huyabc","C:\Users\huyabc\AppData\Local\Packages\Microsoft.Windows.StartMenuExperienceHost_cw5n1h2txyewy\AC\INetCookies",,
"2021-05-10 14:48:53","2021-06-04 08:57:10","2021-05-10 14:48:53","<Dir>","DESKTOP-16IICHS\huyabc","C:\Users\huyabc\AppData\Local\Packages\Microsoft.Windows.StartMenuExperienceHost_cw5n1h2txyewy\AC\INetHistory",,
"2021-05-10 14:49:03","2021-06-03 10:53:20","2021-05-10 14:49:03","","DESKTOP-16IICHS\huyabc","C:\Users\huyabc\AppData\Local\Packages\Microsoft.Windows.StartMenuExperienceHost_cw5n1h2txyewy\Settings\settings.dat.LOG1",,"0AA39AF35888CF9215782B3831107D12"
"2021-05-10 14:49:03","2021-06-03 10:53:20","2021-05-10 14:49:03","","DESKTOP-16IICHS\huyabc","C:\Users\huyabc\AppData\Local\Packages\Microsoft.Windows.StartMenuExperienceHost_cw5n1h2txyewy\Settings\settings.dat.LOG2",,
"2021-05-10 15:05:06","2021-06-04 08:57:10","2021-05-10 15:05:06","<Dir>","DESKTOP-16IICHS\huyabc","C:\Users\huyabc\AppData\Local\Packages\Microsoft.Windows.XGpuEjectDialog_cw5n1h2txyewy\AC\INetCache",,
"2021-05-10 15:05:06","2021-06-04 08:57:10","2021-05-10 15:05:06","<Dir>","DESKTOP-16IICHS\huyabc","C:\Users\huyabc\AppData\Local\Packages\Microsoft.Windows.XGpuEjectDialog_cw5n1h2txyewy\AC\INetCookies",,
"2021-05-10 15:05:06","2021-06-04 08:57:10","2021-05-10 15:05:06","<Dir>","DESKTOP-16IICHS\huyabc","C:\Users\huyabc\AppData\Local\Packages\Microsoft.Windows.XGpuEjectDialog_cw5n1h2txyewy\AC\INetHistory",,
"2021-05-10 15:05:15","2021-06-04 08:57:10","2021-05-10 15:05:15","<Dir>","DESKTOP-16IICHS\huyabc","C:\Users\huyabc\AppData\Local\Packages\Microsoft.WindowsAlarms_8wekyb3d8bbwe\AC\INetCache",,
"2021-05-10 15:05:15","2021-06-04 08:57:10","2021-05-10 15:05:15","<Dir>","DESKTOP-16IICHS\huyabc","C:\Users\huyabc\AppData\Local\Packages\Microsoft.WindowsAlarms_8wekyb3d8bbwe\AC\INetCookies",,
"2021-05-10 15:05:15","2021-06-04 08:57:10","2021-05-10 15:05:15","<Dir>","DESKTOP-16IICHS\huyabc","C:\Users\huyabc\AppData\Local\Packages\Microsoft.WindowsAlarms_8wekyb3d8bbwe\AC\INetHistory",,
"2021-05-10 15:20:19","2021-06-03 10:53:20","2021-05-10 15:20:19","","DESKTOP-16IICHS\huyabc","C:\Users\huyabc\AppData\Local\Packages\Microsoft.WindowsAlarms_8wekyb3d8bbwe\Settings\settings.dat.LOG1",,"197779D31FC6D6D6CC88A1F6E313EF46"
"2021-05-10 15:20:19","2021-06-03 10:53:20","2021-05-10 15:20:19","","DESKTOP-16IICHS\huyabc","C:\Users\huyabc\AppData\Local\Packages\Microsoft.WindowsAlarms_8wekyb3d8bbwe\Settings\settings.dat.LOG2",,
"2021-05-10 15:05:25","2021-06-04 08:57:10","2021-05-10 15:05:25","<Dir>","DESKTOP-16IICHS\huyabc","C:\Users\huyabc\AppData\Local\Packages\Microsoft.WindowsCalculator_8wekyb3d8bbwe\AC\INetCache",,
"2021-05-10 15:05:25","2021-06-04 08:57:10","2021-05-10 15:05:25","<Dir>","DESKTOP-16IICHS\huyabc","C:\Users\huyabc\AppData\Local\Packages\Microsoft.WindowsCalculator_8wekyb3d8bbwe\AC\INetCookies",,
"2021-05-10 15:05:25","2021-06-04 08:57:10","2021-05-10 15:05:25","<Dir>","DESKTOP-16IICHS\huyabc","C:\Users\huyabc\AppData\Local\Packages\Microsoft.WindowsCalculator_8wekyb3d8bbwe\AC\INetHistory",,
"2021-05-10 14:49:02","2021-06-04 08:57:10","2021-05-10 14:49:02","<Dir>","DESKTOP-16IICHS\huyabc","C:\Users\huyabc\AppData\Local\Packages\Microsoft.WindowsCamera_8wekyb3d8bbwe\AC\INetCache",,
"2021-05-10 14:49:02","2021-06-04 08:57:10","2021-05-10 14:49:02","<Dir>","DESKTOP-16IICHS\huyabc","C:\Users\huyabc\AppData\Local\Packages\Microsoft.WindowsCamera_8wekyb3d8bbwe\AC\INetCookies",,
"2021-05-10 14:49:02","2021-06-04 08:57:10","2021-05-10 14:49:02","<Dir>","DESKTOP-16IICHS\huyabc","C:\Users\huyabc\AppData\Local\Packages\Microsoft.WindowsCamera_8wekyb3d8bbwe\AC\INetHistory",,
"2021-05-10 14:49:42","2021-06-03 10:53:20","2021-05-10 14:49:42","","DESKTOP-16IICHS\huyabc","C:\Users\huyabc\AppData\Local\Packages\Microsoft.WindowsCamera_8wekyb3d8bbwe\Settings\settings.dat.LOG1",,"6E580E8B4D9F1B008D7A244BF4893785"
"2021-05-10 14:49:42","2021-06-03 10:53:20","2021-05-10 14:49:42","","DESKTOP-16IICHS\huyabc","C:\Users\huyabc\AppData\Local\Packages\Microsoft.WindowsCamera_8wekyb3d8bbwe\Settings\settings.dat.LOG2",,
"2021-05-10 14:49:01","2021-06-04 08:57:10","2021-05-10 14:49:01","<Dir>","DESKTOP-16IICHS\huyabc","C:\Users\huyabc\AppData\Local\Packages\microsoft.windowscommunicationsapps_8wekyb3d8bbwe\AC\INetCache",,
"2021-05-10 14:49:01","2021-06-04 08:57:10","2021-05-10 14:49:01","<Dir>","DESKTOP-16IICHS\huyabc","C:\Users\huyabc\AppData\Local\Packages\microsoft.windowscommunicationsapps_8wekyb3d8bbwe\AC\INetCookies",,
"2021-05-10 14:49:01","2021-06-04 08:57:10","2021-05-10 15:05:21","<Dir>","DESKTOP-16IICHS\huyabc","C:\Users\huyabc\AppData\Local\Packages\microsoft.windowscommunicationsapps_8wekyb3d8bbwe\AC\INetHistory",,
"2021-05-10 15:05:21","2021-06-04 08:57:10","2021-05-10 15:05:21","<Dir>","DESKTOP-16IICHS\huyabc","C:\Users\huyabc\AppData\Local\Packages\microsoft.windowscommunicationsapps_8wekyb3d8bbwe\AC\INetHistory\BackgroundTransferApi",,
"2021-05-10 15:05:21","2021-06-04 08:57:10","2021-05-10 15:05:21","<Dir>","DESKTOP-16IICHS\huyabc","C:\Users\huyabc\AppData\Local\Packages\microsoft.windowscommunicationsapps_8wekyb3d8bbwe\AC\INetHistory\BackgroundTransferApiGroup",,
"2021-05-10 15:05:21","2021-06-03 10:53:20","2021-05-10 15:05:21","","DESKTOP-16IICHS\huyabc","C:\Users\huyabc\AppData\Local\Packages\microsoft.windowscommunicationsapps_8wekyb3d8bbwe\AC\INetHistory\BackgroundTransferApi\container.dat",,
"2021-05-10 14:49:42","2021-06-03 10:53:20","2021-05-10 14:49:42","","DESKTOP-16IICHS\huyabc","C:\Users\huyabc\AppData\Local\Packages\microsoft.windowscommunicationsapps_8wekyb3d8bbwe\Settings\settings.dat.LOG1",,"FECD8F042E222452841BB1427DB6021E"
"2021-05-10 14:49:42","2021-06-03 10:53:20","2021-05-10 14:49:42","","DESKTOP-16IICHS\huyabc","C:\Users\huyabc\AppData\Local\Packages\microsoft.windowscommunicationsapps_8wekyb3d8bbwe\Settings\settings.dat.LOG2",,
"2021-05-10 15:05:24","2021-06-04 08:57:10","2021-05-10 15:05:24","<Dir>","DESKTOP-16IICHS\huyabc","C:\Users\huyabc\AppData\Local\Packages\Microsoft.WindowsFeedbackHub_8wekyb3d8bbwe\AC\INetCache",,
"2021-05-10 15:05:24","2021-06-04 08:57:10","2021-05-10 15:05:24","<Dir>","DESKTOP-16IICHS\huyabc","C:\Users\huyabc\AppData\Local\Packages\Microsoft.WindowsFeedbackHub_8wekyb3d8bbwe\AC\INetCookies",,
"2021-05-10 15:05:24","2021-06-04 08:57:10","2021-05-10 15:05:24","<Dir>","DESKTOP-16IICHS\huyabc","C:\Users\huyabc\AppData\Local\Packages\Microsoft.WindowsFeedbackHub_8wekyb3d8bbwe\AC\INetHistory",,
"2021-05-10 15:05:23","2021-06-04 08:57:10","2021-05-10 15:05:23","<Dir>","DESKTOP-16IICHS\huyabc","C:\Users\huyabc\AppData\Local\Packages\Microsoft.WindowsMaps_8wekyb3d8bbwe\AC\INetCache",,
"2021-05-10 15:05:23","2021-06-04 08:57:10","2021-05-10 15:05:23","<Dir>","DESKTOP-16IICHS\huyabc","C:\Users\huyabc\AppData\Local\Packages\Microsoft.WindowsMaps_8wekyb3d8bbwe\AC\INetCookies",,
"2021-05-10 15:05:23","2021-06-04 08:57:10","2021-05-10 15:05:23","<Dir>","DESKTOP-16IICHS\huyabc","C:\Users\huyabc\AppData\Local\Packages\Microsoft.WindowsMaps_8wekyb3d8bbwe\AC\INetHistory",,
"2021-05-10 15:05:23","2021-06-04 08:57:10","2021-05-10 15:05:23","<Dir>","DESKTOP-16IICHS\huyabc","C:\Users\huyabc\AppData\Local\Packages\Microsoft.WindowsSoundRecorder_8wekyb3d8bbwe\AC\INetCache",,
"2021-05-10 15:05:23","2021-06-04 08:57:10","2021-05-10 15:05:23","<Dir>","DESKTOP-16IICHS\huyabc","C:\Users\huyabc\AppData\Local\Packages\Microsoft.WindowsSoundRecorder_8wekyb3d8bbwe\AC\INetCookies",,
"2021-05-10 15:05:23","2021-06-04 08:57:10","2021-05-10 15:05:23","<Dir>","DESKTOP-16IICHS\huyabc","C:\Users\huyabc\AppData\Local\Packages\Microsoft.WindowsSoundRecorder_8wekyb3d8bbwe\AC\INetHistory",,
"2021-05-10 14:49:02","2021-06-04 08:57:11","2021-05-12 09:42:24","<Dir>","DESKTOP-16IICHS\huyabc","C:\Users\huyabc\AppData\Local\Packages\Microsoft.WindowsStore_8wekyb3d8bbwe\AC\INetCache",,
"2021-05-10 14:49:02","2021-06-04 08:57:11","2021-05-12 09:42:24","<Dir>","DESKTOP-16IICHS\huyabc","C:\Users\huyabc\AppData\Local\Packages\Microsoft.WindowsStore_8wekyb3d8bbwe\AC\INetCookies",,
"2021-05-10 14:49:02","2021-06-04 08:57:11","2021-05-10 14:49:02","<Dir>","DESKTOP-16IICHS\huyabc","C:\Users\huyabc\AppData\Local\Packages\Microsoft.WindowsStore_8wekyb3d8bbwe\AC\INetHistory",,
"2021-05-12 09:42:24","2021-06-03 10:53:20","2021-05-12 09:42:24","","DESKTOP-16IICHS\huyabc","C:\Users\huyabc\AppData\Local\Packages\Microsoft.WindowsStore_8wekyb3d8bbwe\AC\INetCache\container.dat",,
"2021-05-12 09:42:24","2021-06-04 08:57:11","2021-05-12 09:42:24","<Dir>","DESKTOP-16IICHS\huyabc","C:\Users\huyabc\AppData\Local\Packages\Microsoft.WindowsStore_8wekyb3d8bbwe\AC\INetCookies\ESE",,
"2021-05-12 09:42:24","2021-06-03 10:53:20","2021-05-12 09:42:24","","DESKTOP-16IICHS\huyabc","C:\Users\huyabc\AppData\Local\Packages\Microsoft.WindowsStore_8wekyb3d8bbwe\AC\INetCookies\ESE\container.dat",,
"2021-05-10 14:49:42","2021-06-03 10:53:20","2021-05-10 14:49:42","","DESKTOP-16IICHS\huyabc","C:\Users\huyabc\AppData\Local\Packages\Microsoft.WindowsStore_8wekyb3d8bbwe\Settings\settings.dat.LOG1",,"A6E82278F44D19F215FC711A6522633E"
"2021-05-10 14:49:42","2021-06-03 10:53:20","2021-05-10 14:49:42","","DESKTOP-16IICHS\huyabc","C:\Users\huyabc\AppData\Local\Packages\Microsoft.WindowsStore_8wekyb3d8bbwe\Settings\settings.dat.LOG2",,
"2021-05-10 15:05:22","2021-06-04 08:57:11","2021-05-10 15:05:22","<Dir>","DESKTOP-16IICHS\huyabc","C:\Users\huyabc\AppData\Local\Packages\Microsoft.Xbox.TCUI_8wekyb3d8bbwe\AC\INetCache",,
"2021-05-10 15:05:22","2021-06-04 08:57:11","2021-05-10 15:05:22","<Dir>","DESKTOP-16IICHS\huyabc","C:\Users\huyabc\AppData\Local\Packages\Microsoft.Xbox.TCUI_8wekyb3d8bbwe\AC\INetCookies",,
"2021-05-10 15:05:22","2021-06-04 08:57:11","2021-05-10 15:05:22","<Dir>","DESKTOP-16IICHS\huyabc","C:\Users\huyabc\AppData\Local\Packages\Microsoft.Xbox.TCUI_8wekyb3d8bbwe\AC\INetHistory",,
"2021-05-10 15:05:21","2021-06-04 08:57:11","2021-05-10 15:05:21","<Dir>","DESKTOP-16IICHS\huyabc","C:\Users\huyabc\AppData\Local\Packages\Microsoft.XboxApp_8wekyb3d8bbwe\AC\INetCache",,
"2021-05-10 15:05:21","2021-06-04 08:57:11","2021-05-10 15:05:21","<Dir>","DESKTOP-16IICHS\huyabc","C:\Users\huyabc\AppData\Local\Packages\Microsoft.XboxApp_8wekyb3d8bbwe\AC\INetCookies",,
"2021-05-10 15:05:21","2021-06-04 08:57:11","2021-05-10 15:05:21","<Dir>","DESKTOP-16IICHS\huyabc","C:\Users\huyabc\AppData\Local\Packages\Microsoft.XboxApp_8wekyb3d8bbwe\AC\INetHistory",,
"2021-05-10 15:05:22","2021-06-03 10:53:20","2021-05-10 15:05:22","","DESKTOP-16IICHS\huyabc","C:\Users\huyabc\AppData\Local\Packages\Microsoft.XboxApp_8wekyb3d8bbwe\Settings\settings.dat.LOG1",,"1DBBF644CA12069FE5AB8025E8EA16AB"
"2021-05-10 15:05:22","2021-06-03 10:53:20","2021-05-10 15:05:22","","DESKTOP-16IICHS\huyabc","C:\Users\huyabc\AppData\Local\Packages\Microsoft.XboxApp_8wekyb3d8bbwe\Settings\settings.dat.LOG2",,
"2021-05-10 15:05:05","2021-06-04 08:57:11","2021-05-10 15:05:05","<Dir>","DESKTOP-16IICHS\huyabc","C:\Users\huyabc\AppData\Local\Packages\Microsoft.XboxGameCallableUI_cw5n1h2txyewy\AC\INetCache",,
"2021-05-10 15:05:05","2021-06-04 08:57:11","2021-05-10 15:05:05","<Dir>","DESKTOP-16IICHS\huyabc","C:\Users\huyabc\AppData\Local\Packages\Microsoft.XboxGameCallableUI_cw5n1h2txyewy\AC\INetCookies",,
"2021-05-10 15:05:05","2021-06-04 08:57:11","2021-05-10 15:05:05","<Dir>","DESKTOP-16IICHS\huyabc","C:\Users\huyabc\AppData\Local\Packages\Microsoft.XboxGameCallableUI_cw5n1h2txyewy\AC\INetHistory",,
"2021-05-10 15:05:19","2021-06-04 08:57:11","2021-05-10 15:05:19","<Dir>","DESKTOP-16IICHS\huyabc","C:\Users\huyabc\AppData\Local\Packages\Microsoft.XboxGameOverlay_8wekyb3d8bbwe\AC\INetCache",,
"2021-05-10 15:05:19","2021-06-04 08:57:11","2021-05-10 15:05:19","<Dir>","DESKTOP-16IICHS\huyabc","C:\Users\huyabc\AppData\Local\Packages\Microsoft.XboxGameOverlay_8wekyb3d8bbwe\AC\INetCookies",,
"2021-05-10 15:05:19","2021-06-04 08:57:11","2021-05-10 15:05:19","<Dir>","DESKTOP-16IICHS\huyabc","C:\Users\huyabc\AppData\Local\Packages\Microsoft.XboxGameOverlay_8wekyb3d8bbwe\AC\INetHistory",,
"2021-05-10 15:05:19","2021-06-04 08:57:11","2021-05-18 09:20:06","<Dir>","DESKTOP-16IICHS\huyabc","C:\Users\huyabc\AppData\Local\Packages\Microsoft.XboxGamingOverlay_8wekyb3d8bbwe\AC\INetCache",,
"2021-05-10 15:05:19","2021-06-04 08:57:11","2021-05-18 09:14:19","<Dir>","DESKTOP-16IICHS\huyabc","C:\Users\huyabc\AppData\Local\Packages\Microsoft.XboxGamingOverlay_8wekyb3d8bbwe\AC\INetCookies",,
"2021-05-10 15:05:19","2021-06-04 08:57:11","2021-05-18 09:14:20","<Dir>","DESKTOP-16IICHS\huyabc","C:\Users\huyabc\AppData\Local\Packages\Microsoft.XboxGamingOverlay_8wekyb3d8bbwe\AC\INetHistory",,
"2021-05-18 09:14:19","2021-06-03 10:53:20","2021-05-18 09:14:19","","DESKTOP-16IICHS\huyabc","C:\Users\huyabc\AppData\Local\Packages\Microsoft.XboxGamingOverlay_8wekyb3d8bbwe\AC\INetCache\container.dat",,
