#TYPE Selected.System.String
"Id","CreationTime","Message"
"1102","2021-05-13 09:09:51","The audit log was cleared.
Subject:
	Security ID:	S-1-5-21-11049384-3601598548-1102589311-1001
	Account Name:	huyhv9
	Domain Name:	DESKTOP-16IICHS
	Logon ID:	0x1BBB8"
